FRAME_NR,ROBOT_ID,ODOMETRY X,ODOMETRY Y,ODOMETRY THETA,POSITION X,POSITION Y,POSITION THETA,SPEED X,SPEED Y,SPEED W,HAS GOAL,X_MIN,X_MAX,Y_MIN,Y_MAX,Y_MAX,TIMESTAMP
23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.358041763305664
24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.4408636093139648
25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.4853546619415283
26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.5311133861541748
27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.5756309032440186
28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.6207728385925293
29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.665588617324829
30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.7100002765655518
31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.7545654773712158
32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.7997331619262695
33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.8438973426818848
34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.8881781101226807
35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.9334847927093506
36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.978029489517212
37,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00991578945367846,0.0018945550433172014,0.4826524184232967,False,0,0,0,0,0,2.0222909450531006
38,0,-0.00030105294414799313,-0.00016798201128594213,0.07691988939728914,3.4689587869971747,-2.2950740012205975,-0.7253774034790165,-0.10228423600325512,-0.057159624100267564,3.6241583785212512,False,0,0,0,0,0,2.066803216934204
39,0,-0.0004119083428400595,-0.0008819494031323834,0.29158257122983283,3.4686612789015663,-2.2951322551612128,-0.6304707902320276,-0.14488001025474928,-0.06684262485050468,5.308680796047983,False,0,0,0,0,0,2.1107940673828125
40,0,5.6057891745141504e-05,-6.631189596323651e-05,0.5145295588171055,3.4695605717268805,-2.2948636244374647,-0.5277460698457702,-0.13072908921305368,-0.04895879417342544,5.4097735921955215,False,0,0,0,0,0,2.1551454067230225
41,0,0.00032001168801679787,-0.0005189555051933802,0.8038410829108927,3.470610338782487,-2.2954181685024544,-0.2939009028989551,-0.12144268793277785,-0.08509934339229716,4.98008900586316,False,0,0,0,0,0,2.199765205383301
42,0,0.0006017366511118057,-0.00028745621712433734,1.0062863141190954,3.472,-2.295,-0.0942,-0.12272327223143525,-0.043054217053856564,4.762272083783089,False,0,0,0,0,0,2.2441558837890625
43,0,0.00046310379562210696,-1.2818388942574353e-07,1.1941775113040227,3.472072162934497,-2.2940151543343803,0.1326907912824287,-0.09349200031370491,-0.0488977382738872,4.242154085725057,False,0,0,0,0,0,2.2847228050231934
44,0,5.143905677227528e-05,0.0005917774251835842,1.384336019411139,3.473030733592995,-2.2918437724549974,0.30296655016139057,-0.09514849957500782,-0.04234296356556577,3.9145321650208844,False,0,0,0,0,0,2.3245553970336914
45,0,0.0005111506252450161,0.0008792304027685462,1.5166135019856346,3.4743202134375473,-2.290226646523434,0.4744057900038652,-0.09482379029044775,-0.061547254035802135,3.411966112029358,False,0,0,0,0,0,2.3641469478607178
46,0,0.0008044491643925688,0.0009319760255540017,1.6445382977430518,3.4730748210807336,-2.289921287538641,0.6013089973914137,-0.07686210202417096,-0.018383087073606988,2.9356481528674214,False,0,0,0,0,0,2.4030580520629883
47,0,3.964893919219942e-05,0.00100070237545534,1.763463379463947,3.4737945011340066,-2.289834162894404,0.7666849600201805,-0.06631590080020613,-0.031748154851845206,2.424853926968595,False,0,0,0,0,0,2.4428670406341553
48,0,0.0003229998171151012,0.0015922267328682493,1.8555597430536521,3.4733889307181975,-2.2899619935463953,0.8958295362484585,-0.06194219751121362,-0.03360431005227793,2.2308492800218245,False,0,0,0,0,0,2.4825594425201416
49,0,0.0005917812945796969,0.0014683948278611844,1.933699655140419,3.471939289445007,-2.2891720537188305,0.9880621259843297,-0.06577326630243914,-0.03354654294091777,1.9426160161017174,False,0,0,0,0,0,2.5222508907318115
50,0,0.000843254866580521,0.0010258157642290132,2.0099285413147103,3.4728447875056068,-2.288281191924388,1.1650409362283594,-0.060816669921770684,-0.03086882470677184,1.6910298341183407,False,0,0,0,0,0,2.5611202716827393
51,0,0.0012479080936020704,0.0005730272669554029,2.089601680828805,3.472850536088741,-2.289447244776591,1.262642562764511,-0.05496713141297167,-0.017528814777766716,1.6433206372423415,False,0,0,0,0,0,2.6002371311187744
52,0,0.0015060626817732959,0.00040671674942334895,2.1489239621957523,3.4740532510292956,-2.288302435625406,1.324722281366948,-0.05569415363593656,-0.012516045102712675,1.616889068667669,False,0,0,0,0,0,2.639361619949341
53,0,0.001340715677804939,-5.97965670121807e-05,2.211759636430881,3.473,-2.288,1.3932,-0.03896281372491354,-0.014816891978418747,1.4850311725199963,False,0,0,0,0,0,2.6780893802642822
54,0,0.0014658861511931834,-0.00018182584684284765,2.2732149965494277,3.4729740231286246,-2.289016455199541,1.442475195498306,-0.040237040963301586,-0.013647668917886692,1.359488889545126,False,0,0,0,0,0,2.717914581298828
55,0,0.0015981378514378524,-0.00035488079210366366,2.329525386406999,3.473027635247332,-2.290101877960623,1.4967033029082717,-0.05279354879570639,-0.017477770288407253,1.323517640596466,False,0,0,0,0,0,2.7585158348083496
56,0,0.0018842350856641456,-0.00017949109415791974,2.3791000975588656,3.4740952524819613,-2.2899422849325517,1.5613684923860174,-0.027485385604223915,-0.02407933275335014,1.0419416278351996,False,0,0,0,0,0,2.7989015579223633
57,0,0.0021736009584533414,-0.00012254004026054382,2.418713336580905,3.475049766059965,-2.2901496460455477,1.5963054859282968,-0.03577031082662939,-0.00824205265444522,0.919123333243292,False,0,0,0,0,0,2.8391454219818115
58,0,0.0020567281371323617,-0.0002884787893439847,2.4628780212749106,3.4739017260675147,-2.2879529823798004,1.6630995428566795,-0.02508190709269146,-0.003976512216598192,0.9550074737147352,False,0,0,0,0,0,2.8806841373443604
59,0,0.0019253964291731263,-0.0004687181337596246,2.4948779449582137,3.4738655701434786,-2.289066612409191,1.6925319174055706,-0.02496606587425128,-0.017209543183653496,0.8269049018965035,False,0,0,0,0,0,2.9224753379821777
60,0,0.0021081705386785917,-0.0004119991415700154,2.529709481631949,3.4730935941698866,-2.2890645776625793,1.735379340849111,-0.018362204142296005,-0.01164187817988166,0.737328609162877,False,0,0,0,0,0,2.9638819694519043
61,0,0.002050106949213931,-0.0003175164211151553,2.5660271905177217,3.472,-2.289,1.7944,-0.012169665291833751,-0.003573718314715379,0.7474570140477177,False,0,0,0,0,0,3.005274772644043
62,0,0.0018469355733114119,-0.0004265244536746665,2.596737371234367,3.472,-2.289,1.8335,-0.016077303620247865,0.009603378179749537,0.7315683579143051,False,0,0,0,0,0,3.0464885234832764
63,0,0.0016598843774067121,-0.0005062057944996226,2.621049356931372,3.4720025329951043,-2.29004892038581,1.8678371688344206,-0.015273711860094418,-0.008528720878409248,0.48565531870228346,False,0,0,0,0,0,3.0880088806152344
64,0,0.001535612011841475,-0.0003708886676388224,2.63462693479826,3.471933240762315,-2.2886449046958974,1.8897127606519892,0.024646950704231205,-0.0036607385529910203,0.2818358009775039,False,0,0,0,0,0,3.129985809326172
65,0,-0.164784253896085,0.02811226870365183,2.7413113084827336,3.4028996967808802,-2.209257740267865,2.0260845847151385,0.8506960663333415,0.17685793869614308,0.1488555117240744,False,0,0,0,0,0,3.501347780227661
66,0,-0.40156503118881065,0.07506947162710328,2.776729198720713,3.2939656019519092,-2.047644473677813,2.062911416108344,0.8978791502340547,0.16016887449204942,0.013024845816766106,False,0,0,0,0,0,3.7429111003875732
67,0,-0.5760400789251678,0.10794596836136364,2.809908994340038,3.191730556203652,-1.909097343810004,2.086197131094106,0.8931825242031154,0.1347114821812155,0.22052155959318842,False,0,0,0,0,0,3.924231767654419
68,0,-0.6577100773321063,0.12465616884613512,2.8067637789147803,3.153022908804052,-1.8533791223599967,2.097668958462929,0.921571919592098,0.15355972471089602,0.08248890464052527,False,0,0,0,0,0,4.00296688079834
69,0,-0.6968116818372526,0.13217278968557208,2.8077672346851412,3.132445057763364,-1.8235409247942171,2.098978307511832,0.9039174597030064,0.11652667334196093,0.005431087763898557,False,0,0,0,0,0,4.046387195587158
70,0,-0.7359224974023822,0.1402838875815017,2.8097054888976505,3.1049383500143346,-1.7889251237778219,2.0863606982995506,0.9429624842836475,0.11821884127131571,-0.12227610017770107,False,0,0,0,0,0,4.089383363723755
71,0,-0.7799262085715539,0.14911300093475427,2.8082093808648088,3.0818896617975415,-1.7592222788633973,2.086959745037737,0.9040142102343875,0.14232500305761314,0.08641318721698443,False,0,0,0,0,0,4.132214069366455
72,0,-0.8190588891148519,0.1567251688735047,2.8138081338947405,3.0589712813023997,-1.7259888891453812,2.0833596319704624,0.9282205632316196,0.13103240840099212,-0.024576329478364745,False,0,0,0,0,0,4.175050735473633
73,0,-0.8627794131326961,0.1653798727368802,2.8187104288297777,3.037872792194665,-1.695522315347726,2.0936762511421794,0.9076226065318209,0.15204128222378677,0.002149275588887445,False,0,0,0,0,0,4.217509508132935
74,0,-0.9063509705187212,0.1742913510720956,2.8224092495567703,3.011170239321293,-1.659957322317958,2.097375071869172,0.9035444215901076,0.11246750351180301,-0.031036518510981548,False,0,0,0,0,0,4.260603666305542
75,0,-0.9458376235461345,0.1817021998071821,2.827895507268048,2.9911083567840886,-1.6283374388624448,2.1142496856385984,0.9125390282068057,0.1362934464571257,0.09381234501144542,False,0,0,0,0,0,4.303869962692261
76,0,-0.9903494417142614,0.19008178536007558,2.8280635080136047,2.9650085031825975,-1.592038295872189,2.1011486025282986,0.9133426199669592,0.11816134739896697,-0.1521006942005756,False,0,0,0,0,0,4.347242116928101
77,0,-1.029346341366727,0.19799860976028805,2.8287993528963584,2.943896913693621,-1.5650203007961614,2.109032099302235,0.9343463893219363,0.12263325844450301,-0.11680001953256891,False,0,0,0,0,0,4.389789581298828
78,0,-1.0688240206182633,0.20548078611563048,2.8281922854908297,2.925691411701748,-1.5352080682485665,2.1193824735291016,0.9280462562503925,0.11190744496084287,-0.11362816100656481,False,0,0,0,0,0,4.433054447174072
79,0,-1.1175761653949106,0.2152234664626163,2.8290192595962758,2.8988182615154483,-1.4983688804326274,2.106114926917667,0.9330977132253527,0.11539827421828153,-0.07715529602426896,False,0,0,0,0,0,4.477877616882324
80,0,-1.1622855561955296,0.22416027255106885,2.8317764272311483,2.8703146690090486,-1.4600635827475585,2.119949245035765,0.940403892872423,0.1114627532855696,-0.05148141020746655,False,0,0,0,0,0,4.521870851516724
81,0,-1.206439921854092,0.23250785835601784,2.834711595782983,2.8489499806249294,-1.4311293617346665,2.11610504559397,0.9159540635201794,0.11375365284778027,-0.12600704211993863,False,0,0,0,0,0,4.566193103790283
82,0,-1.2515685356784407,0.241245808037161,2.837855611609673,2.8228295687545257,-1.3916059502781772,2.106610125589688,0.9316364453789482,0.09559799124346341,0.009609899849177594,False,0,0,0,0,0,4.609261989593506
83,0,-1.2909539224207591,0.24881852913330788,2.8320791294663197,2.799640706479913,-1.3632558526594187,2.105317247801062,0.9192669781545599,0.11273739590829307,-0.23866882794779887,False,0,0,0,0,0,4.652650594711304
84,0,-1.3600775426452956,0.2622451478709849,2.8299342232607776,2.7645568512984497,-1.306183211239636,2.1215925843246537,0.9352475784474256,0.11740486555381302,-0.027725342832578548,False,0,0,0,0,0,4.724369287490845
85,0,-1.4038091725926185,0.27149273074037145,2.826009734151965,2.741048889049511,-1.2730484480258792,2.106891602770344,0.9454134814737901,0.12231727563856787,-0.17977052673708904,False,0,0,0,0,0,4.768287420272827
86,0,-1.4484862826934708,0.28049570610273145,2.820113963476975,2.7124794996266575,-1.236968853945086,2.10390422932501,0.937148457088172,0.13839104152465942,-0.002079560894983068,False,0,0,0,0,0,4.8141467571258545
87,0,-1.492747953484458,0.28967695156479356,2.8116082169677923,2.6937321463385957,-1.206009942027996,2.1117651820038743,0.9534767211150608,0.12270000492479871,-0.1490350678315755,False,0,0,0,0,0,4.858849287033081
88,0,-1.537463626325366,0.2980862087280899,2.81035694398595,2.671674698402858,-1.1743719174256657,2.097166037606148,0.9123758450726842,0.13270898023138858,-0.03670440257492036,False,0,0,0,0,0,4.9032533168792725
89,0,-1.5818887739410057,0.3068766973610482,2.817586693376315,2.6438281130550476,-1.1386586969667847,2.104395786996513,0.924094859611296,0.10746301585850809,-0.08720185113930867,False,0,0,0,0,0,4.948196887969971
90,0,-1.626120262546172,0.31522547244994686,2.823282573122059,2.61768873843927,-1.102128533264412,2.094071503021196,0.9249486701368774,0.13757959579310297,-0.001158178597511661,False,0,0,0,0,0,4.992530345916748
91,0,-1.6704346976451125,0.32419794457779394,2.8246433915589675,2.5936106284662146,-1.0720264438620886,2.1043608184369087,0.9094523224672174,0.08666245117415017,-0.14358835068983478,False,0,0,0,0,0,5.036837816238403
92,0,-1.714715810053214,0.3323282577368226,2.828588479833544,2.5794009055588822,-1.0403158673087138,2.1116538378779013,0.9357256140890642,0.13137168051407397,-0.025077945512001154,False,0,0,0,0,0,5.081315040588379
93,0,-1.7598779945231338,0.34170237018690924,2.8304929272261092,2.5537362359919897,-1.0025344996504406,2.10978880974539,0.9238549668612833,0.09765729236009058,0.028217285658137747,False,0,0,0,0,0,5.127443075180054
94,0,-1.8031902614753674,0.3501164393661581,2.8304124950565472,2.529918475074545,-0.9715807755071284,2.1093624555557726,0.9434422697836727,0.1378302882681508,-0.3531143737725926,False,0,0,0,0,0,5.172044992446899
95,0,-1.8429064850940307,0.357967670933708,2.826735888343236,2.512,-0.935,2.1195,0.9331687725362268,0.13026022456490205,-0.1877689264572373,False,0,0,0,0,0,5.216415882110596
96,0,-1.8873429254239338,0.3659670350007216,2.823437661299645,2.4907302870160444,-0.9010507218648792,2.102815594031116,0.9634518231654807,0.14026882074050268,-0.16052746644951243,False,0,0,0,0,0,5.261162757873535
97,0,-1.9329729026075768,0.37408965193268817,2.8197164450504113,2.4714091605931783,-0.8710994291921752,2.103849234105634,0.9309058028667578,0.15357725934060196,-0.06216763888435661,False,0,0,0,0,0,5.305782079696655
98,0,-1.9773454278203633,0.38281233575862417,2.819517792716508,2.4485670366682517,-0.838213234328761,2.1081336890108298,0.9336167704066298,0.13489601963116618,-0.16375153365069828,False,0,0,0,0,0,5.351336717605591
99,0,-2.0223136870783898,0.39132035400667947,2.8214792884715196,2.4228192660572825,-0.8020977024349117,2.107461495755012,0.950423740146183,0.15309905780567515,0.1751255650357364,False,0,0,0,0,0,5.395880937576294
100,0,-2.0712379967194785,0.40020552440389473,2.8173806945326,2.3988097227949274,-0.7642489123599411,2.100896797485368,0.9418095718057876,0.13033622365314446,-0.2820636170781241,False,0,0,0,0,0,5.442607641220093
101,0,-2.115811990652942,0.40831225979476954,2.8173596468526054,2.377319059389109,-0.7296490416004369,2.0963268298350823,0.9019354043231886,0.15518036206870206,-0.07363039640767477,False,0,0,0,0,0,5.488981008529663
102,0,-2.1651183120752227,0.4171103054096266,2.8189104611810287,2.3550784575273402,-0.6974414352572017,2.1060658831757073,0.9295905540887315,0.14921555194851038,-0.0984662869122177,False,0,0,0,0,0,5.534001588821411
103,0,-2.2053369107392786,0.4234979392595204,2.8202184320234482,2.3337156731034328,-0.6590600034123802,2.0989225487771033,0.9415003329190614,0.1634756518627581,-0.033928205516775556,False,0,0,0,0,0,5.579019784927368
104,0,-2.2500817137083757,0.43175935825892536,2.818698908542257,2.3117715457320673,-0.6311439442292258,2.1027200586624573,0.9389882732737903,0.13426921459991037,-0.21410812784727629,False,0,0,0,0,0,5.623088121414185
105,0,-2.294581907577029,0.43931853449565644,2.8178742196980053,2.281438498345025,-0.5875612198053899,2.0981382708530836,0.9274542693274032,0.13615887965999662,-0.1952499340214997,False,0,0,0,0,0,5.6673970222473145
106,0,-2.3344086239754893,0.44640737081372234,2.8192570248255087,2.260086729998793,-0.5553699445221171,2.1077224830295727,0.9046772564682509,0.1329355187050798,0.05742132979895054,False,0,0,0,0,0,5.711426019668579
107,0,-2.379364917718275,0.45384746102760704,2.823163889882529,2.236365792216446,-0.5194718021352535,2.1037090222717847,0.9340426606615245,0.12779140692439134,-0.030395585324947128,False,0,0,0,0,0,5.756235361099243
108,0,-2.4241900145911894,0.4610135561059756,2.8195975790069174,2.215782765355571,-0.48909690208052214,2.10106638876228,0.9318589973002884,0.1500797074611626,-0.1302102365924216,False,0,0,0,0,0,5.800772190093994
109,0,-2.469032599551269,0.4682622240888126,2.818702504749059,2.192129495897528,-0.4570329653506053,2.094109398967403,0.9652888658958284,0.17621886868965492,-0.1638963871017407,False,0,0,0,0,0,5.844841957092285
110,0,-2.514279060256893,0.4760329307046698,2.817736358810083,2.165772978954575,-0.4222369595262074,2.0993651043866497,0.9569883301968867,0.15878042439339757,-0.05869276366635301,False,0,0,0,0,0,5.889382839202881
111,0,-2.558871638961178,0.4833635868920776,2.8162692605694377,2.1397260949498365,-0.38502389060524767,2.0978713704922085,0.9511133806249856,0.17318520840693097,-0.14976184987064034,False,0,0,0,0,0,5.9334540367126465
112,0,-2.604226282719417,0.4905582293476983,2.8127824405931467,2.11870087087513,-0.35125702793190083,2.0904824544868386,0.9156547848049723,0.1888094985264962,0.02942870536495734,False,0,0,0,0,0,5.9775543212890625
113,0,-2.6487370814369364,0.4982844417246535,2.811832664499041,2.089524505084469,-0.31802030020744115,2.0910477483346375,0.9582179522906374,0.15288429928424907,-0.14484113114974084,False,0,0,0,0,0,6.021712779998779
114,0,-2.693970246302724,0.505491490050406,2.811133251033543,2.067798638238617,-0.2806337986823558,2.0818047439447103,0.8940928266661691,0.18429413030781128,-0.03710904424220063,False,0,0,0,0,0,6.066002130508423
115,0,-2.738975143873516,0.5125590248138054,2.814363156917671,2.046474151554677,-0.2524354111002796,2.0952214082712852,0.9293141264285112,0.15161412517821937,-0.08036051713689574,False,0,0,0,0,0,6.110414266586304
116,0,-2.7793005537301805,0.518996055078592,2.8134050588560395,2.0276910856066985,-0.22310415064538033,2.081907812568854,0.941397225327411,0.1785532254250145,-0.20718494407506283,False,0,0,0,0,0,6.154839277267456
117,0,-2.8289652345707954,0.5262275483063995,2.810208892417512,1.9976343939196846,-0.1801731847763699,2.083178297931887,0.9319657446874152,0.16563198462783965,-0.39751611646219276,False,0,0,0,0,0,6.199029207229614
118,0,-2.864245264836548,0.5314754542352084,2.811071490863089,1.9750981653264206,-0.15233494277481058,2.08579975928455,0.9364150778049378,0.18427971447762198,-0.1207857685748559,False,0,0,0,0,0,6.242807149887085
119,0,-2.9142367516474383,0.5384760474653767,2.8061729307040357,1.9433632545514723,-0.1079587402892605,2.082229336312378,0.9569126636841302,0.1904390093612598,-0.2738394432540545,False,0,0,0,0,0,6.287410736083984
120,0,-2.95947746282503,0.545145678623524,2.802408059095451,1.924,-0.077,2.0748,0.9476700573987631,0.19203861415885382,-0.1420581381687671,False,0,0,0,0,0,6.331784963607788
121,0,-3.005195676593128,0.5516339916941051,2.797788325061946,1.894253008271168,-0.04112473502022418,2.0660772740652367,0.9542519515939125,0.20520645804537196,-0.09588715198029751,False,0,0,0,0,0,6.376455068588257
122,0,-3.0456517026529952,0.5574240059923385,2.797335761707754,1.8712201255396799,-0.010289450420171797,2.0670373527209507,0.942685173105246,0.1856745080672854,-0.10258763161490059,False,0,0,0,0,0,6.420730829238892
123,0,-3.0905082980341674,0.5639354756959349,2.7942802974772833,1.847010491989401,0.020173536649307062,2.067060060883975,0.916336178286416,0.22478633371330115,-0.18065640113403392,False,0,0,0,0,0,6.464435338973999
124,0,-3.1356353273889916,0.5707074550682694,2.7863340915571144,1.8335092563622744,0.03868063232475916,2.067158657389008,0.94008731001277,0.17903212166548982,-0.1760349776131287,False,0,0,0,0,0,6.50790810585022
125,0,-3.180484087969587,0.5771926849086848,2.7820104636950447,1.8230990771707076,0.05262522255140136,2.0633412668365656,0.9415240136300276,0.21368257503466334,-0.1475728401079368,False,0,0,0,0,0,6.552592039108276
126,0,-3.2260923485919375,0.583426135456114,2.7789874042201963,1.7847543085501114,0.10483586850274643,2.050646156745594,0.9270721006989644,0.2130474879816485,-0.11533253310151448,False,0,0,0,0,0,6.598307847976685
127,0,-3.2716409729433606,0.5892477787452284,2.7770817165716783,1.7539028196754043,0.14540023533341692,2.0380741381247476,0.9168753130674095,0.21169868155108018,-0.19592297016997096,False,0,0,0,0,0,6.64377760887146
128,0,-3.316747134168899,0.5953768162141363,2.7731025260538784,1.73135585667979,0.18006135549010194,2.0448371441622926,0.9330237598867566,0.20486396124079542,-0.270199331281038,False,0,0,0,0,0,6.688598394393921
129,0,-3.361573416420505,0.6015272349870316,2.771746695898374,1.707,0.217,2.0329,0.918351148287216,0.22689484668051807,-0.04962752009919935,False,0,0,0,0,0,6.731825590133667
130,0,-3.402089223284999,0.6061738114551422,2.771303882816951,1.6826833236956154,0.24789963070492746,2.0239433881465145,0.9332563925520678,0.23700633243236402,0.009598180190712569,False,0,0,0,0,0,6.775897026062012
131,0,-3.4468938670112528,0.6110349683319385,2.7712209550346523,1.6532689301630359,0.2840829398789393,2.0261801444244676,0.897260588572377,0.2385410233884322,-0.2586099582967445,False,0,0,0,0,0,6.818742513656616
132,0,-3.491476422833598,0.6162341875674215,2.7736433105437963,1.6296430207145924,0.31504178918866477,2.0348967056040363,0.9144270526483108,0.21969084232800395,-0.09149987466424303,False,0,0,0,0,0,6.865153789520264
133,0,-3.5343938540953292,0.6205660693492474,2.7640370412637054,1.6057901034806212,0.3439805364050179,2.0257864152039575,0.8744937126476728,0.24441219654032553,-0.3278179503962688,False,0,0,0,0,0,6.907764673233032
134,0,-3.5776009795630097,0.6266926596463509,2.7583895813389985,1.5790995423643472,0.37701338078545965,2.0333878629729,0.8806013315691115,0.20998731370028317,-0.21253966796663448,False,0,0,0,0,0,6.9500792026519775
135,0,-3.614074756222123,0.630481172635562,2.752309882428151,1.555861778698458,0.4116633048563138,2.0243903305464954,0.8344152004126113,0.24080035162173702,-0.18706656576805947,False,0,0,0,0,0,6.9923179149627686
136,0,-3.65076864684009,0.6357186211937934,2.7480158278809474,1.5397386341100998,0.43211063440653785,2.005976757734689,0.8222445848923466,0.17861820018134256,0.02438779317144446,False,0,0,0,0,0,7.034062385559082
137,0,-3.6902632077873676,0.6405047278747862,2.742341657264072,1.5151471856324332,0.46299879630240925,2.014934579924328,0.8011886896568765,0.23667121061978882,-0.3661129190783088,False,0,0,0,0,0,7.076934814453125
138,0,-3.724906379911907,0.6441529447678132,2.743465062921134,1.4963979125879376,0.48120532274979866,2.012714452315281,0.7978877457035561,0.24033334122550476,-0.040910432849685874,False,0,0,0,0,0,7.1196935176849365
139,0,-3.7634784160109644,0.6484640197472336,2.7391965479736573,1.4705516698584364,0.5101597537245706,2.0084459373678043,0.7893454835079896,0.21953783387141126,-0.35470762893758767,False,0,0,0,0,0,7.162241458892822
140,0,-3.796975049997127,0.6527783597707686,2.7339714758301175,1.4540108760506407,0.54163428263442,2.00027492785646,0.744080619076695,0.21253708132706958,-0.16883018144853001,False,0,0,0,0,0,7.204136610031128
141,0,-3.8337946626315116,0.6566090486362157,2.7231913147529383,1.429334719825985,0.5710161477133384,2.0021308355032392,0.7485400891286658,0.24027934528366204,-0.21397908948116817,False,0,0,0,0,0,7.247216701507568
142,0,-3.8696464721121004,0.6606929813427507,2.710331586599403,1.41056003390525,0.5976281624081297,1.992931655894109,0.7072594325629739,0.20698216686175064,-0.2845575936453917,False,0,0,0,0,0,7.289182424545288
143,0,-3.9307752185447713,0.669428720410143,2.691118159711832,1.3724927084289202,0.649031163784538,1.97727065393714,0.7039629752390845,0.2283795246482168,-0.1459121093858997,False,0,0,0,0,0,7.3711936473846436
144,0,-3.960791098240017,0.6730715342765649,2.6843843301395105,1.3600689081622275,0.6669042157275071,1.959304138118526,0.6775209902568013,0.20806710881228108,-0.23320828479637457,False,0,0,0,0,0,7.4147257804870605
145,0,-3.9940719371926505,0.6778484177378046,2.6775727190799556,1.3396226214916023,0.6958467334904024,1.9458334595639835,0.6671445254964073,0.23491520532707394,-0.21471085263642276,False,0,0,0,0,0,7.457004547119141
