,timestamp,state,state_time,x,y,w,posType
0,1660256910.6368246,Stage1States.searchBall,0.0,0.0,0.0,3.141592653589793,rotateOnSelf
1,1660256910.6733139,Stage1States.searchBall,0.036489248275756836,0.0,0.0,3.141592653589793,rotateOnSelf
2,1660256910.7061553,Stage1States.searchBall,0.06933069229125977,0.0,0.0,3.141592653589793,rotateOnSelf
3,1660256910.7380383,Stage1States.searchBall,0.10121369361877441,0.0,0.0,3.141592653589793,rotateOnSelf
4,1660256910.769898,Stage1States.searchBall,0.1330733299255371,0.0,0.0,3.141592653589793,rotateOnSelf
5,1660256910.8016415,Stage1States.searchBall,0.16481685638427734,0.0,0.0,3.141592653589793,rotateOnSelf
6,1660256910.833481,Stage1States.searchBall,0.1966564655303955,0.0,0.0,3.141592653589793,rotateOnSelf
7,1660256910.8654287,Stage1States.searchBall,0.22860407829284668,0.0,0.0,3.141592653589793,rotateOnSelf
8,1660256910.897355,Stage1States.searchBall,0.2605304718017578,0.0,0.0,3.141592653589793,rotateOnSelf
9,1660256910.9292934,Stage1States.searchBall,0.292468786239624,0.0,0.0,3.141592653589793,rotateOnSelf
10,1660256910.961331,Stage1States.searchBall,0.3245062828063965,0.0,0.0,3.141592653589793,rotateOnSelf
11,1660256910.9935129,Stage1States.searchBall,0.3566882610321045,0.0,0.0,3.141592653589793,rotateOnSelf
12,1660256911.0255613,Stage1States.searchBall,0.3887367248535156,0.0,0.0,3.141592653589793,rotateOnSelf
13,1660256911.0575259,Stage1States.searchBall,0.420701265335083,0.0,0.0,3.141592653589793,rotateOnSelf
14,1660256911.0894544,Stage1States.searchBall,0.45262980461120605,0.0,0.0,3.141592653589793,rotateOnSelf
15,1660256911.1215134,Stage1States.searchBall,0.48468875885009766,0.0,0.0,3.141592653589793,rotateOnSelf
16,1660256911.1534579,Stage1States.searchBall,0.5166332721710205,0.0,0.0,3.141592653589793,rotateOnSelf
17,1660256911.185594,Stage1States.searchBall,0.548769474029541,0.0,0.0,3.141592653589793,rotateOnSelf
18,1660256911.2187018,Stage1States.searchBall,0.5818772315979004,0.0,0.0,3.141592653589793,rotateOnSelf
19,1660256911.2512434,Stage1States.searchBall,0.6144187450408936,0.0,0.0,3.141592653589793,rotateOnSelf
20,1660256911.2837756,Stage1States.searchBall,0.6469509601593018,0.0,0.0,3.141592653589793,rotateOnSelf
21,1660256911.3161492,Stage1States.searchBall,0.6793246269226074,0.0,0.0,3.141592653589793,rotateOnSelf
22,1660256911.3480613,Stage1States.searchBall,0.7112367153167725,0.0,0.0,3.141592653589793,rotateOnSelf
23,1660256911.3798554,Stage1States.searchBall,0.7430307865142822,0.0,0.0,3.141592653589793,rotateOnSelf
24,1660256911.411736,Stage1States.searchBall,0.7749114036560059,0.0,0.0,3.141592653589793,rotateOnSelf
25,1660256911.4435322,Stage1States.searchBall,0.8067076206207275,0.0,0.0,3.141592653589793,rotateOnSelf
26,1660256911.4758203,Stage1States.searchBall,0.8389956951141357,0.0,0.0,3.141592653589793,rotateOnSelf
27,1660256911.5081031,Stage1States.searchBall,0.8712785243988037,0.0,0.0,3.141592653589793,rotateOnSelf
28,1660256911.5403974,Stage1States.searchBall,0.9035727977752686,0.0,0.0,3.141592653589793,rotateOnSelf
29,1660256911.5726259,Stage1States.searchBall,0.9358012676239014,0.0,0.0,3.141592653589793,rotateOnSelf
30,1660256911.604827,Stage1States.searchBall,0.9680023193359375,0.0,0.0,3.141592653589793,rotateOnSelf
31,1660256911.6370535,Stage1States.searchBall,1.0002288818359375,0.0,0.0,3.141592653589793,rotateOnSelf
32,1660256911.6693294,Stage1States.searchBall,1.0325047969818115,0.0,0.0,3.141592653589793,rotateOnSelf
33,1660256911.701926,Stage1States.searchBall,1.0651013851165771,0.0,0.0,3.141592653589793,rotateOnSelf
34,1660256911.734257,Stage1States.searchBall,1.0974323749542236,0.0,0.0,3.141592653589793,rotateOnSelf
35,1660256911.7665825,Stage1States.searchBall,1.1297578811645508,0.0,0.0,3.141592653589793,rotateOnSelf
36,1660256911.7991636,Stage1States.searchBall,1.1623389720916748,0.0,0.0,3.141592653589793,rotateOnSelf
37,1660256911.8313746,Stage1States.searchBall,1.1945500373840332,0.0,0.0,3.141592653589793,rotateOnSelf
38,1660256911.8636463,Stage1States.searchBall,1.2268216609954834,0.0,0.0,3.141592653589793,rotateOnSelf
39,1660256911.895883,Stage1States.searchBall,1.2590584754943848,0.0,0.0,3.141592653589793,rotateOnSelf
40,1660256911.9283535,Stage1States.searchBall,1.2915289402008057,0.0,0.0,3.141592653589793,rotateOnSelf
41,1660256911.9606147,Stage1States.searchBall,1.3237900733947754,0.0,0.0,3.141592653589793,rotateOnSelf
42,1660256911.992913,Stage1States.searchBall,1.356088399887085,0.0,0.0,3.141592653589793,rotateOnSelf
43,1660256912.0252166,Stage1States.searchBall,1.3883919715881348,0.0,0.0,3.141592653589793,rotateOnSelf
44,1660256912.0573947,Stage1States.searchBall,1.4205701351165771,0.0,0.0,3.141592653589793,rotateOnSelf
45,1660256912.08989,Stage1States.searchBall,1.4530653953552246,0.0,0.0,3.141592653589793,rotateOnSelf
46,1660256912.1224606,Stage1States.searchBall,1.4856359958648682,0.0,0.0,3.141592653589793,rotateOnSelf
47,1660256912.1549017,Stage1States.searchBall,1.5180771350860596,0.0,0.0,3.141592653589793,rotateOnSelf
48,1660256912.187301,Stage1States.searchBall,1.550476312637329,0.0,0.0,3.141592653589793,rotateOnSelf
49,1660256912.2195585,Stage1States.searchBall,1.5827338695526123,0.0,0.0,3.141592653589793,rotateOnSelf
