FRAME_NR,ROBOT_ID,ODOMETRY X,ODOMETRY Y,ODOMETRY THETA,POSITION X,POSITION Y,POSITION THETA,SPEED X,SPEED Y,SPEED W,HAS GOAL,X_MIN,X_MAX,Y_MIN,Y_MAX,TIMESTAMP
1,0,0.1652583690615098,-0.20567230008171422,3.0445578737625554,0.1652583690615098,-0.20567230008171422,3.0445578737625554,0.0,0.0,0.0,False,0,0,0,0,0.0018308162689208984
2,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,False,0,0,0,0,4.677592754364014
3,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,False,0,0,0,0,4.8028645515441895
4,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,False,0,0,0,0,4.92440390586853
5,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,False,0,0,0,0,5.055305242538452
6,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,5.1767144203186035
7,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,5.292927265167236
8,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,85,5.41715407371521
9,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,5.535332441329956
10,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,5.650694847106934
11,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,5.767993211746216
12,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,85,5.89046835899353
13,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,6.004744529724121
14,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,6.12756609916687
15,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,85,6.248701095581055
16,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,251,29,86,6.367011308670044
17,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,251,29,86,6.483431816101074
18,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,6.6023125648498535
19,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,6.721053600311279
20,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,6.843093633651733
21,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,6.968745708465576
22,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.089637041091919
23,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.222937822341919
24,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.343224763870239
25,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.462591648101807
26,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.60333251953125
27,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.720434665679932
28,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.837764501571655
29,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,7.9579079151153564
30,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,251,29,85,8.077523469924927
31,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,8.207608699798584
32,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,8.32737398147583
33,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,251,29,86,8.445638179779053
34,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,8.565715789794922
35,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,8.69434380531311
36,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,251,29,86,8.809439897537231
37,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,252,29,86,8.928142070770264
38,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,65,251,29,86,9.047669410705566
39,0,-0.0006547174769256554,1.1796480421484638e-05,0.0,-0.0006547174769256554,1.1796480421484638e-05,0.0,0.0,0.0,0.0,True,64,252,30,85,9.170514345169067
