FRAME_NR,ROBOT_ID,ODOMETRY X,ODOMETRY Y,ODOMETRY THETA,POSITION X,POSITION Y,POSITION THETA,SPEED X,SPEED Y,SPEED W,HAS GOAL,X_MIN,X_MAX,Y_MIN,Y_MAX,Y_MAX,TIMESTAMP
1,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.0017123222351074219
2,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.31731700897216797
3,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.3660116195678711
4,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.41525840759277344
5,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.4642927646636963
6,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.5130434036254883
7,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.5613875389099121
8,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.6112291812896729
9,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.6600065231323242
10,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.7082107067108154
11,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.7579851150512695
12,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.8034932613372803
13,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.8503355979919434
14,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.8964705467224121
15,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.9423067569732666
16,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,0.9878442287445068
17,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.0333173274993896
18,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.078253984451294
19,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.1231331825256348
20,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.1682767868041992
21,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.2133066654205322
22,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.2584834098815918
23,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.303741693496704
24,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.349046230316162
25,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.3942959308624268
26,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.440154790878296
27,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.486854076385498
28,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.5336525440216064
29,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.5788304805755615
30,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.6238961219787598
31,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.668971300125122
32,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.7142934799194336
33,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.759700059890747
34,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.8051800727844238
35,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.8511300086975098
36,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.8961589336395264
37,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.941530704498291
38,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,1.9871940612792969
39,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.03247332572937
40,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.077353000640869
41,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.122631072998047
42,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.167738914489746
43,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.212838888168335
44,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.2580039501190186
45,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.303586006164551
46,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.3501880168914795
47,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.3952927589416504
48,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.44075345993042
49,0,-3.5835352222207846e-05,0.0,0.0,-3.5835352222207846e-05,0.0,0.0,0.0,0.0,0.0,False,0,0,0,0,0,2.486152410507202
50,0,-0.0004252014504458123,-0.00025189498066625134,0.05690026777212567,3.466594036131515,-2.388869440808044,-0.739386587617838,-0.09242304854995946,-0.053535028643226235,3.2781032889625537,False,0,0,0,0,0,2.53143572807312
51,0,-0.0002595921419472927,-0.0003408780692603917,0.23943280720462815,3.4670705056834463,-2.390018103365552,-0.7465393081855135,-0.13545484999079654,-0.06520795079349873,5.151149014083508,False,0,0,0,0,0,2.5774919986724854
52,0,-0.00038727888043202515,-0.0005283669105191816,0.5115377880016675,3.4681736159478387,-2.389165514445496,-0.580862123167101,-0.11818714875405062,-0.04052457495752454,5.212684195199963,False,0,0,0,0,0,2.6233367919921875
53,0,0.00010623452779943632,0.0004550098168924217,0.7900457271221956,3.468631268315532,-2.390086308989155,-0.3597044613501639,-0.12756577725205032,-0.06460959829163201,5.119241364863704,False,0,0,0,0,0,2.6683835983276367
54,0,-0.0009905455635088652,0.0005253484075385931,0.9992707193299171,3.47,-2.389,-0.1642,-0.1520001362064602,-0.04838356099004418,4.790285091521054,False,0,0,0,0,0,2.7160890102386475
55,0,-0.0008673077544358182,0.0008889824969230007,1.2096060565174573,3.4692777608537972,-2.387058647327001,0.06970810693608095,-0.10859611578893111,-0.06328401707152699,4.209103887285583,False,0,0,0,0,0,2.7597298622131348
56,0,-0.0007658793230310968,9.317715167011153e-05,1.4062419481742714,3.4719546312154397,-2.3858516087806607,0.2549345511948802,-0.10171407653836882,-0.05447029326088995,3.867936153861163,False,0,0,0,0,0,2.8022255897521973
57,0,-0.0005088418048161756,-0.0001426154173706608,1.559382816788183,3.4708593582928904,-2.3841849853376296,0.4446250085508485,-0.0836710714543182,-0.05160540434049715,3.4714426203360875,False,0,0,0,0,0,2.844057083129883
58,0,-0.0003985269771061654,-0.00015397633195670247,1.6795714005745215,3.4719405174894367,-2.3829689108755994,0.5918171363289286,-0.087897992729203,-0.03511200462836542,3.028483412604269,False,0,0,0,0,0,2.883908271789551
59,0,-0.0005656838208440965,-0.0008757457682066911,1.813083642580256,3.4696084988206324,-2.384232670604259,0.8636030753080055,-0.08464990091787873,-0.02761035269714858,2.6063925843247757,False,0,0,0,0,0,2.923523187637329
60,0,-6.040379918821663e-05,-0.0002639152477966083,1.913315446518241,3.4708701442785506,-2.383986557599629,0.998390773557189,-0.051659606432454055,-0.05481955448276167,2.2047071407580088,False,0,0,0,0,0,2.964071750640869
61,0,0.00029653683217780607,-0.0004071021457764631,2.000384941150514,3.47,-2.385,1.1152,-0.03575565956500234,-0.024939462976981255,1.9200896064237165,False,0,0,0,0,0,3.004011392593384
62,0,5.2074052848152005e-05,-0.00022477357521550858,2.0691221516288203,3.4699973805087962,-2.3840067496789428,1.204796194202402,-0.04464078202352961,-0.021122533611450715,1.574863531977857,False,0,0,0,0,0,3.043743848800659
63,0,5.6588729960033494e-05,0.0003066809505278299,2.13234987244739,3.47108231393359,-2.382973265234154,1.2732559143027389,-0.02552242091146526,-0.023701660797383832,1.3300877832780893,False,0,0,0,0,0,3.08420729637146
64,0,-7.03302520551614e-05,0.0005615966085653419,2.1840453947735607,3.47099038905948,-2.382940355918088,1.3381278709206028,-0.02438133903596324,-0.019124330189656258,1.3037433231806337,False,0,0,0,0,0,3.125685930252075
65,0,-0.00014781790600249653,0.0005716511516906859,2.247637489243281,3.470991870911264,-2.3820445935696672,1.4110733709403938,-0.04157699404917792,-0.022499792571408148,1.4120088514930198,False,0,0,0,0,0,3.166111469268799
66,0,-0.00010973156343959481,0.0008166815081406064,2.3095480322526236,3.4711781108464512,-2.3809108052099317,1.462086770432574,-0.027763563122830917,-0.027325391560215302,1.2935330685259927,False,0,0,0,0,0,3.2066359519958496
67,0,-0.00017394631563587206,0.00107119737463275,2.3557795741317644,3.4710648416164855,-2.3818068550177878,1.4980409196293567,-0.029883390573668137,-0.02000096300174998,1.2227331198483424,False,0,0,0,0,0,3.247832775115967
68,0,-0.0006686631314210428,0.0011074312066112057,2.4224799858787383,3.471785169364395,-2.3806179015649294,1.5645728755539856,-0.018374937769085657,-0.01348642077508276,1.038687919539395,False,0,0,0,0,0,3.289078950881958
69,0,-0.0005508483073078767,0.0009652204242265453,2.466496026591382,3.4709689610989356,-2.3810487539685825,1.6654244913956922,-0.03494667815098599,-0.006797079269632272,1.000128277868167,False,0,0,0,0,0,3.33059024810791
70,0,-0.00023067839249002052,0.0009565670488562294,2.497757322754371,3.471,-2.38,1.7027,-0.023521255338337647,-0.017790361055814233,0.7141560075914257,False,0,0,0,0,0,3.372241258621216
